Entity,Code,Day,people_vaccinated
Alabama,,2021-01-12,70861
Alabama,,2021-01-13,74792
Alabama,,2021-01-14,80480
Alabama,,2021-01-15,86956
Alabama,,2021-01-19,114319
Alabama,,2021-01-20,121113
Alabama,,2021-01-21,144429
Alabama,,2021-01-22,174317
Alabama,,2021-01-23,193955
Alabama,,2021-01-24,213833
Alabama,,2021-01-25,220464
Alabama,,2021-01-26,223854
Alabama,,2021-01-27,232633
Alabama,,2021-01-28,241337
Alabama,,2021-01-29,256601
Alabama,,2021-01-30,288368
Alabama,,2021-01-31,298301
Alabama,,2021-02-01,301628
Alabama,,2021-02-02,312711
Alabama,,2021-02-03,324998
Alabama,,2021-02-04,338845
Alabama,,2021-02-05,353522
Alabama,,2021-02-06,370275
Alabama,,2021-02-07,375567
Alabama,,2021-02-08,378514
Alabama,,2021-02-09,395196
Alabama,,2021-02-10,412462
Alabama,,2021-02-11,431259
Alabama,,2021-02-12,448071
Alabama,,2021-02-13,467032
Alabama,,2021-02-14,474065
Alabama,,2021-02-16,486206
Alabama,,2021-02-17,494424
Alabama,,2021-02-18,505660
Alabama,,2021-02-19,545431
Alabama,,2021-02-20,560968
Alabama,,2021-02-21,567505
Alabama,,2021-02-22,583741
Alabama,,2021-02-23,593936
Alabama,,2021-02-24,604602
Alabama,,2021-02-25,615100
Alabama,,2021-02-26,627063
Alabama,,2021-02-27,643208
Alabama,,2021-02-28,649745
Alabama,,2021-03-01,653309
Alabama,,2021-03-02,663187
Alabama,,2021-03-03,674810
Alabama,,2021-03-04,688791
Alabama,,2021-03-05,704173
Alabama,,2021-03-06,721109
Alabama,,2021-03-07,727681
Alabama,,2021-03-08,732967
Alabama,,2021-03-09,747268
Alabama,,2021-03-10,768502
Alabama,,2021-03-11,790864
Alabama,,2021-03-12,816418
Alabama,,2021-03-13,841394
Alabama,,2021-03-14,849337
Alabama,,2021-03-15,854302
Alabama,,2021-03-16,871536
Alabama,,2021-03-17,893767
Alabama,,2021-03-18,912663
Alabama,,2021-03-19,937614
Alabama,,2021-03-20,960539
Alabama,,2021-03-21,968459
Alabama,,2021-03-22,972986
Alabama,,2021-03-23,994253
Alabama,,2021-03-24,1019858
Alabama,,2021-03-25,1048838
Alabama,,2021-03-26,1072623
Alabama,,2021-03-27,1098597
Alabama,,2021-03-28,1108253
Alabama,,2021-03-29,1113924
Alabama,,2021-03-30,1134739
Alabama,,2021-03-31,1155139
Alabama,,2021-04-01,1184284
Alabama,,2021-04-02,1211424
Alabama,,2021-04-03,1234131
Alabama,,2021-04-04,1242706
Alaska,,2021-01-12,22486
Alaska,,2021-01-13,24541
Alaska,,2021-01-14,35508
Alaska,,2021-01-15,39546
Alaska,,2021-01-19,55434
Alaska,,2021-01-20,56911
Alaska,,2021-01-21,59449
Alaska,,2021-01-22,67262
Alaska,,2021-01-23,73014
Alaska,,2021-01-24,77925
Alaska,,2021-01-25,80226
Alaska,,2021-01-26,81200
Alaska,,2021-01-27,83363
Alaska,,2021-01-28,85672
Alaska,,2021-01-29,88654
Alaska,,2021-01-30,91794
Alaska,,2021-01-31,94889
Alaska,,2021-02-01,96396
Alaska,,2021-02-02,97076
Alaska,,2021-02-03,98076
Alaska,,2021-02-04,99596
Alaska,,2021-02-05,101225
Alaska,,2021-02-06,103163
Alaska,,2021-02-07,106311
Alaska,,2021-02-08,109890
Alaska,,2021-02-09,110936
Alaska,,2021-02-10,112448
Alaska,,2021-02-11,116001
Alaska,,2021-02-12,118189
Alaska,,2021-02-13,122463
Alaska,,2021-02-14,126381
Alaska,,2021-02-16,129658
Alaska,,2021-02-17,130751
Alaska,,2021-02-18,133491
Alaska,,2021-02-19,143887
Alaska,,2021-02-20,148299
Alaska,,2021-02-21,152349
Alaska,,2021-02-22,153572
Alaska,,2021-02-23,154618
Alaska,,2021-02-24,156267
Alaska,,2021-02-25,158792
Alaska,,2021-02-26,161595
Alaska,,2021-02-27,163739
Alaska,,2021-02-28,166735
Alaska,,2021-03-01,168069
Alaska,,2021-03-02,168646
Alaska,,2021-03-03,170586
Alaska,,2021-03-04,172414
Alaska,,2021-03-05,174588
Alaska,,2021-03-06,178237
Alaska,,2021-03-07,180948
Alaska,,2021-03-08,182230
Alaska,,2021-03-09,184906
Alaska,,2021-03-10,188281
Alaska,,2021-03-11,190712
Alaska,,2021-03-12,193951
Alaska,,2021-03-13,197436
Alaska,,2021-03-14,202410
Alaska,,2021-03-15,205256
Alaska,,2021-03-16,206403
Alaska,,2021-03-17,210932
Alaska,,2021-03-18,213432
Alaska,,2021-03-19,216781
Alaska,,2021-03-20,221157
Alaska,,2021-03-21,228333
Alaska,,2021-03-22,230614
Alaska,,2021-03-23,231342
Alaska,,2021-03-24,233037
Alaska,,2021-03-25,236062
Alaska,,2021-03-26,239599
Alaska,,2021-03-27,242733
Alaska,,2021-03-28,245355
Alaska,,2021-03-29,246515
Alaska,,2021-03-30,247097
Alaska,,2021-03-31,248711
Alaska,,2021-04-01,250378
Alaska,,2021-04-02,252586
Alaska,,2021-04-03,254263
Alaska,,2021-04-04,257375
American Samoa,ASM,2021-01-12,842
American Samoa,ASM,2021-01-13,1193
American Samoa,ASM,2021-01-14,2409
American Samoa,ASM,2021-01-15,3144
American Samoa,ASM,2021-01-19,3985
American Samoa,ASM,2021-01-20,4476
American Samoa,ASM,2021-01-21,4734
American Samoa,ASM,2021-01-22,5627
American Samoa,ASM,2021-01-23,5881
American Samoa,ASM,2021-01-24,7096
American Samoa,ASM,2021-01-25,7096
American Samoa,ASM,2021-01-26,7365
American Samoa,ASM,2021-01-27,8133
American Samoa,ASM,2021-01-28,8133
American Samoa,ASM,2021-01-29,8926
American Samoa,ASM,2021-01-30,8926
American Samoa,ASM,2021-01-31,8926
American Samoa,ASM,2021-02-01,9713
American Samoa,ASM,2021-02-02,9713
American Samoa,ASM,2021-02-03,9759
American Samoa,ASM,2021-02-04,9761
American Samoa,ASM,2021-02-05,9775
American Samoa,ASM,2021-02-06,9779
American Samoa,ASM,2021-02-07,9779
American Samoa,ASM,2021-02-08,9779
American Samoa,ASM,2021-02-09,9792
American Samoa,ASM,2021-02-10,9818
American Samoa,ASM,2021-02-11,9822
American Samoa,ASM,2021-02-12,10057
American Samoa,ASM,2021-02-13,10062
American Samoa,ASM,2021-02-14,10062
American Samoa,ASM,2021-02-16,10236
American Samoa,ASM,2021-02-17,10267
American Samoa,ASM,2021-02-18,10267
American Samoa,ASM,2021-02-19,10267
American Samoa,ASM,2021-02-20,10831
American Samoa,ASM,2021-02-21,10948
American Samoa,ASM,2021-02-22,11054
American Samoa,ASM,2021-02-23,11054
American Samoa,ASM,2021-02-24,11814
American Samoa,ASM,2021-02-25,11814
American Samoa,ASM,2021-02-26,12351
American Samoa,ASM,2021-02-27,12354
American Samoa,ASM,2021-02-28,12355
American Samoa,ASM,2021-03-01,12355
American Samoa,ASM,2021-03-02,13028
American Samoa,ASM,2021-03-03,13029
American Samoa,ASM,2021-03-04,13467
American Samoa,ASM,2021-03-05,13468
American Samoa,ASM,2021-03-06,13468
American Samoa,ASM,2021-03-07,13469
American Samoa,ASM,2021-03-08,13469
American Samoa,ASM,2021-03-09,13471
American Samoa,ASM,2021-03-10,15085
American Samoa,ASM,2021-03-11,15085
American Samoa,ASM,2021-03-12,15085
American Samoa,ASM,2021-03-13,15082
American Samoa,ASM,2021-03-14,15083
American Samoa,ASM,2021-03-15,15377
American Samoa,ASM,2021-03-16,15378
American Samoa,ASM,2021-03-17,15379
American Samoa,ASM,2021-03-18,15381
American Samoa,ASM,2021-03-19,15383
American Samoa,ASM,2021-03-20,15384
American Samoa,ASM,2021-03-21,15386
American Samoa,ASM,2021-03-22,16916
American Samoa,ASM,2021-03-23,17114
American Samoa,ASM,2021-03-24,17371
American Samoa,ASM,2021-03-25,17385
American Samoa,ASM,2021-03-26,17548
American Samoa,ASM,2021-03-27,17567
American Samoa,ASM,2021-03-28,17570
American Samoa,ASM,2021-03-29,17575
American Samoa,ASM,2021-03-30,17718
American Samoa,ASM,2021-03-31,17856
American Samoa,ASM,2021-04-01,17856
American Samoa,ASM,2021-04-02,18097
American Samoa,ASM,2021-04-03,18097
American Samoa,ASM,2021-04-04,18099
Arizona,,2021-01-12,95141
Arizona,,2021-01-13,104387
Arizona,,2021-01-14,157397
Arizona,,2021-01-15,176213
Arizona,,2021-01-19,235331
Arizona,,2021-01-20,246960
Arizona,,2021-01-21,262120
Arizona,,2021-01-22,280227
Arizona,,2021-01-23,305744
Arizona,,2021-01-24,332095
Arizona,,2021-01-25,350648
Arizona,,2021-01-26,366018
Arizona,,2021-01-27,389059
Arizona,,2021-01-28,412841
Arizona,,2021-01-29,439897
Arizona,,2021-01-30,469916
Arizona,,2021-01-31,500942
Arizona,,2021-02-01,524413
Arizona,,2021-02-02,534476
Arizona,,2021-02-03,553373
Arizona,,2021-02-04,573845
Arizona,,2021-02-05,597525
Arizona,,2021-02-06,629750
Arizona,,2021-02-07,656909
Arizona,,2021-02-08,678697
Arizona,,2021-02-09,695970
Arizona,,2021-02-10,719051
Arizona,,2021-02-11,747599
Arizona,,2021-02-12,780057
Arizona,,2021-02-13,811080
Arizona,,2021-02-14,840252
Arizona,,2021-02-16,886107
Arizona,,2021-02-17,892791
Arizona,,2021-02-18,914468
Arizona,,2021-02-19,1036237
Arizona,,2021-02-20,1064109
Arizona,,2021-02-21,1087921
Arizona,,2021-02-22,1083205
Arizona,,2021-02-23,1095494
Arizona,,2021-02-24,1110854
Arizona,,2021-02-25,1136024
Arizona,,2021-02-26,1168054
Arizona,,2021-02-27,1195110
Arizona,,2021-02-28,1220706
Arizona,,2021-03-01,1244879
Arizona,,2021-03-02,1262868
Arizona,,2021-03-03,1277294
Arizona,,2021-03-04,1298827
Arizona,,2021-03-05,1325003
Arizona,,2021-03-06,1328642
Arizona,,2021-03-07,1388900
Arizona,,2021-03-08,1416598
Arizona,,2021-03-09,1435152
Arizona,,2021-03-10,1464494
Arizona,,2021-03-11,1496266
Arizona,,2021-03-12,1529482
Arizona,,2021-03-13,1562876
Arizona,,2021-03-14,1602626
Arizona,,2021-03-15,1629972
Arizona,,2021-03-16,1655300
Arizona,,2021-03-17,1682456
Arizona,,2021-03-18,1716937
Arizona,,2021-03-19,1720172
Arizona,,2021-03-20,1762337
Arizona,,2021-03-21,1804760
Arizona,,2021-03-22,1835039
Arizona,,2021-03-23,1851810
Arizona,,2021-03-24,1877865
Arizona,,2021-03-25,1940953
Arizona,,2021-03-26,1983569
Arizona,,2021-03-27,2030110
Arizona,,2021-03-28,2072778
Arizona,,2021-03-29,2105116
Arizona,,2021-03-30,2125696
Arizona,,2021-03-31,2157694
Arizona,,2021-04-01,2194105
Arizona,,2021-04-02,2235527
Arizona,,2021-04-03,2276832
Arizona,,2021-04-04,2312278
Arkansas,,2021-01-12,39357
Arkansas,,2021-01-13,80458
Arkansas,,2021-01-14,90339
Arkansas,,2021-01-15,97829
Arkansas,,2021-01-19,118763
Arkansas,,2021-01-20,144792
Arkansas,,2021-01-21,144792
Arkansas,,2021-01-22,167788
Arkansas,,2021-01-23,167788
Arkansas,,2021-01-24,179290
Arkansas,,2021-01-25,185546
Arkansas,,2021-01-26,196815
Arkansas,,2021-01-27,209445
Arkansas,,2021-01-28,209445
Arkansas,,2021-01-29,221552
Arkansas,,2021-01-30,233935
Arkansas,,2021-01-31,244867
Arkansas,,2021-02-01,249943
Arkansas,,2021-02-02,251841
Arkansas,,2021-02-03,256307
Arkansas,,2021-02-04,266563
Arkansas,,2021-02-05,274459
Arkansas,,2021-02-06,290153
Arkansas,,2021-02-07,300139
Arkansas,,2021-02-08,304604
Arkansas,,2021-02-09,305917
Arkansas,,2021-02-10,311339
Arkansas,,2021-02-11,316972
Arkansas,,2021-02-12,325562
Arkansas,,2021-02-13,330146
Arkansas,,2021-02-14,338611
Arkansas,,2021-02-16,343637
Arkansas,,2021-02-17,345271
Arkansas,,2021-02-18,346623
Arkansas,,2021-02-19,362972
Arkansas,,2021-02-20,364735
Arkansas,,2021-02-21,367436
Arkansas,,2021-02-22,371148
Arkansas,,2021-02-23,373476
Arkansas,,2021-02-24,378928
Arkansas,,2021-02-25,385351
Arkansas,,2021-02-26,394906
Arkansas,,2021-02-27,405877
Arkansas,,2021-02-28,419502
Arkansas,,2021-03-01,425567
Arkansas,,2021-03-02,431866
Arkansas,,2021-03-03,442371
Arkansas,,2021-03-04,452615
Arkansas,,2021-03-05,464641
Arkansas,,2021-03-06,477127
Arkansas,,2021-03-07,489149
Arkansas,,2021-03-08,494761
Arkansas,,2021-03-09,501653
Arkansas,,2021-03-10,513591
Arkansas,,2021-03-11,514556
Arkansas,,2021-03-12,541936
Arkansas,,2021-03-13,579022
Arkansas,,2021-03-14,579157
Arkansas,,2021-03-15,586266
Arkansas,,2021-03-16,589436
Arkansas,,2021-03-17,602085
Arkansas,,2021-03-18,615670
Arkansas,,2021-03-19,635565
Arkansas,,2021-03-20,653550
Arkansas,,2021-03-21,670894
Arkansas,,2021-03-22,677806
Arkansas,,2021-03-23,680549
Arkansas,,2021-03-24,694124
Arkansas,,2021-03-25,710494
Arkansas,,2021-03-26,730820
Arkansas,,2021-03-27,747412
Arkansas,,2021-03-28,763783
Arkansas,,2021-03-29,769106
Arkansas,,2021-03-30,772457
Arkansas,,2021-03-31,788277
Arkansas,,2021-04-01,803744
Arkansas,,2021-04-02,822604
Arkansas,,2021-04-03,855314
Arkansas,,2021-04-04,856162
Bureau of Prisons,,2021-01-12,5199
Bureau of Prisons,,2021-01-13,5395
Bureau of Prisons,,2021-01-14,13997
Bureau of Prisons,,2021-01-15,14565
Bureau of Prisons,,2021-01-19,15500
Bureau of Prisons,,2021-01-20,15949
Bureau of Prisons,,2021-01-21,17003
Bureau of Prisons,,2021-01-22,17316
Bureau of Prisons,,2021-01-23,18296
Bureau of Prisons,,2021-01-24,18965
Bureau of Prisons,,2021-01-25,18988
Bureau of Prisons,,2021-01-26,19471
Bureau of Prisons,,2021-01-27,20415
Bureau of Prisons,,2021-01-28,21081
Bureau of Prisons,,2021-01-29,21674
Bureau of Prisons,,2021-01-30,22486
Bureau of Prisons,,2021-01-31,22725
Bureau of Prisons,,2021-02-01,22725
Bureau of Prisons,,2021-02-02,23200
Bureau of Prisons,,2021-02-03,24049
Bureau of Prisons,,2021-02-04,24858
Bureau of Prisons,,2021-02-05,25657
Bureau of Prisons,,2021-02-06,26167
Bureau of Prisons,,2021-02-07,26410
Bureau of Prisons,,2021-02-08,26410
Bureau of Prisons,,2021-02-09,26770
Bureau of Prisons,,2021-02-10,27564
Bureau of Prisons,,2021-02-11,28139
Bureau of Prisons,,2021-02-12,29060
Bureau of Prisons,,2021-02-13,29797
Bureau of Prisons,,2021-02-14,30193
Bureau of Prisons,,2021-02-16,30719
Bureau of Prisons,,2021-02-17,30901
Bureau of Prisons,,2021-02-18,31146
Bureau of Prisons,,2021-02-19,31519
Bureau of Prisons,,2021-02-20,32074
Bureau of Prisons,,2021-02-21,32591
Bureau of Prisons,,2021-02-22,32591
Bureau of Prisons,,2021-02-23,32628
Bureau of Prisons,,2021-02-24,32980
Bureau of Prisons,,2021-02-25,33533
Bureau of Prisons,,2021-02-26,34841
Bureau of Prisons,,2021-02-27,36064
Bureau of Prisons,,2021-02-28,36995
Bureau of Prisons,,2021-03-01,36995
Bureau of Prisons,,2021-03-02,37239
Bureau of Prisons,,2021-03-03,38000
Bureau of Prisons,,2021-03-04,40290
Bureau of Prisons,,2021-03-05,42853
Bureau of Prisons,,2021-03-06,43896
Bureau of Prisons,,2021-03-07,44090
Bureau of Prisons,,2021-03-08,44090
Bureau of Prisons,,2021-03-09,44155
Bureau of Prisons,,2021-03-10,44353
Bureau of Prisons,,2021-03-11,46675
Bureau of Prisons,,2021-03-12,48186
Bureau of Prisons,,2021-03-13,49551
Bureau of Prisons,,2021-03-14,49551
Bureau of Prisons,,2021-03-15,49551
Bureau of Prisons,,2021-03-16,49808
Bureau of Prisons,,2021-03-17,50170
Bureau of Prisons,,2021-03-18,51305
Bureau of Prisons,,2021-03-19,52733
Bureau of Prisons,,2021-03-20,53968
Bureau of Prisons,,2021-03-21,54297
Bureau of Prisons,,2021-03-22,54486
Bureau of Prisons,,2021-03-23,54537
Bureau of Prisons,,2021-03-24,55109
Bureau of Prisons,,2021-03-25,57195
Bureau of Prisons,,2021-03-26,59260
Bureau of Prisons,,2021-03-27,60463
Bureau of Prisons,,2021-03-28,60988
Bureau of Prisons,,2021-03-29,60990
Bureau of Prisons,,2021-03-30,61016
Bureau of Prisons,,2021-03-31,61091
Bureau of Prisons,,2021-04-01,63178
Bureau of Prisons,,2021-04-02,64308
Bureau of Prisons,,2021-04-03,64749
Bureau of Prisons,,2021-04-04,65102
California,,2021-01-12,703540
California,,2021-01-13,744545
California,,2021-01-14,801998
California,,2021-01-15,865387
California,,2021-01-19,1195969
California,,2021-01-20,1255311
California,,2021-01-21,1335886
California,,2021-01-22,1477195
California,,2021-01-23,1661683
California,,2021-01-24,1838464
California,,2021-01-25,1954048
California,,2021-01-26,2053652
California,,2021-01-27,2156029
California,,2021-01-28,2281453
California,,2021-01-29,2415659
California,,2021-01-30,2563559
California,,2021-01-31,2717530
California,,2021-02-01,2861767
California,,2021-02-02,2940488
California,,2021-02-03,3044980
California,,2021-02-04,3085932
California,,2021-02-05,3228084
California,,2021-02-06,3389906
California,,2021-02-07,3653538
California,,2021-02-08,3811715
California,,2021-02-09,3880253
California,,2021-02-10,3994969
California,,2021-02-11,4108216
California,,2021-02-12,4222810
California,,2021-02-13,4345018
California,,2021-02-14,4493220
California,,2021-02-16,4708607
California,,2021-02-17,4766592
California,,2021-02-18,4865151
California,,2021-02-19,5159868
California,,2021-02-20,5285256
California,,2021-02-21,5426591
California,,2021-02-22,5494435
California,,2021-02-23,5560177
California,,2021-02-24,5639811
California,,2021-02-25,5737092
California,,2021-02-26,5862161
California,,2021-02-27,5994948
California,,2021-02-28,6141765
California,,2021-03-01,6294258
California,,2021-03-02,6520515
California,,2021-03-03,6661278
California,,2021-03-04,6739681
California,,2021-03-05,6868469
California,,2021-03-06,7075139
California,,2021-03-07,7205989
California,,2021-03-08,7318100
California,,2021-03-09,7400238
California,,2021-03-10,7497005
California,,2021-03-11,7600220
California,,2021-03-12,7738923
California,,2021-03-13,8025538
California,,2021-03-14,8027407
California,,2021-03-15,8287692
California,,2021-03-16,8540236
California,,2021-03-17,8847129
California,,2021-03-18,9097819
California,,2021-03-19,9302378
California,,2021-03-20,9562989
California,,2021-03-21,9833939
California,,2021-03-22,10070870
California,,2021-03-23,10279020
California,,2021-03-24,10522002
California,,2021-03-25,10757446
California,,2021-03-26,11059981
California,,2021-03-27,11323197
California,,2021-03-28,11574081
California,,2021-03-29,11802833
California,,2021-03-30,11929476
California,,2021-03-31,12120118
California,,2021-04-01,12376871
California,,2021-04-02,12625303
California,,2021-04-03,12935569
California,,2021-04-04,13292476
Colorado,,2021-01-12,187838
Colorado,,2021-01-13,198227
Colorado,,2021-01-14,209300
Colorado,,2021-01-15,223761
Colorado,,2021-01-19,278639
Colorado,,2021-01-20,287174
Colorado,,2021-01-21,296816
Colorado,,2021-01-22,313217
Colorado,,2021-01-23,313211
Colorado,,2021-01-24,355124
Colorado,,2021-01-25,364889
Colorado,,2021-01-26,372266
Colorado,,2021-01-27,381679
Colorado,,2021-01-28,394156
Colorado,,2021-01-29,409939
Colorado,,2021-01-30,423054
Colorado,,2021-01-31,440576
Colorado,,2021-02-01,455422
Colorado,,2021-02-02,464938
Colorado,,2021-02-03,472820
Colorado,,2021-02-04,485332
Colorado,,2021-02-05,495381
Colorado,,2021-02-06,512024
Colorado,,2021-02-07,528379
Colorado,,2021-02-08,539961
Colorado,,2021-02-09,542165
Colorado,,2021-02-10,557204
Colorado,,2021-02-11,570979
Colorado,,2021-02-12,586187
Colorado,,2021-02-13,609445
Colorado,,2021-02-14,631243
Colorado,,2021-02-16,686889
Colorado,,2021-02-17,704742
Colorado,,2021-02-18,724699
Colorado,,2021-02-19,780757
Colorado,,2021-02-20,800799
Colorado,,2021-02-21,817009
Colorado,,2021-02-22,831687
Colorado,,2021-02-23,832723
Colorado,,2021-02-24,847173
Colorado,,2021-02-25,859919
Colorado,,2021-02-26,876097
Colorado,,2021-02-27,876958
Colorado,,2021-02-28,901484
Colorado,,2021-03-01,924947
Colorado,,2021-03-02,935576
Colorado,,2021-03-03,954066
Colorado,,2021-03-04,972060
Colorado,,2021-03-05,991979
Colorado,,2021-03-06,1019416
Colorado,,2021-03-07,1046640
Colorado,,2021-03-08,1047703
Colorado,,2021-03-09,1061907
Colorado,,2021-03-10,1089653
Colorado,,2021-03-11,1133732
Colorado,,2021-03-12,1165790
Colorado,,2021-03-13,1199979
Colorado,,2021-03-14,1200280
Colorado,,2021-03-15,1232096
Colorado,,2021-03-16,1239039
Colorado,,2021-03-17,1262328
Colorado,,2021-03-18,1285898
Colorado,,2021-03-19,1320575
Colorado,,2021-03-20,1378562
Colorado,,2021-03-21,1413334
Colorado,,2021-03-22,1428551
Colorado,,2021-03-23,1451398
Colorado,,2021-03-24,1475619
Colorado,,2021-03-25,1510575
Colorado,,2021-03-26,1551393
Colorado,,2021-03-27,1591554
Colorado,,2021-03-28,1639579
Colorado,,2021-03-29,1664752
Colorado,,2021-03-30,1692343
Colorado,,2021-03-31,1720668
Colorado,,2021-04-01,1756207
Colorado,,2021-04-02,1792685
Colorado,,2021-04-03,1837148
Colorado,,2021-04-04,1889755
Connecticut,,2021-01-12,56350
Connecticut,,2021-01-13,58920
Connecticut,,2021-01-14,156366
Connecticut,,2021-01-15,166722
Connecticut,,2021-01-19,201664
Connecticut,,2021-01-20,213145
Connecticut,,2021-01-21,230913
Connecticut,,2021-01-22,248753
Connecticut,,2021-01-23,264042
Connecticut,,2021-01-24,275126
Connecticut,,2021-01-25,282674
Connecticut,,2021-01-26,291257
Connecticut,,2021-01-27,302710
Connecticut,,2021-01-28,315317
Connecticut,,2021-01-29,329149
Connecticut,,2021-01-30,340886
Connecticut,,2021-01-31,349879
Connecticut,,2021-02-01,357588
Connecticut,,2021-02-02,361495
Connecticut,,2021-02-03,365975
Connecticut,,2021-02-04,375795
Connecticut,,2021-02-05,387627
Connecticut,,2021-02-06,395554
Connecticut,,2021-02-07,402227
Connecticut,,2021-02-08,406697
Connecticut,,2021-02-09,412601
Connecticut,,2021-02-10,423296
Connecticut,,2021-02-11,437058
Connecticut,,2021-02-12,450204
Connecticut,,2021-02-13,462710
Connecticut,,2021-02-14,473106
Connecticut,,2021-02-16,494373
Connecticut,,2021-02-17,509165
Connecticut,,2021-02-18,525133
Connecticut,,2021-02-19,558539
Connecticut,,2021-02-20,572145
Connecticut,,2021-02-21,579380
Connecticut,,2021-02-22,592976
Connecticut,,2021-02-23,600303
Connecticut,,2021-02-24,615837
Connecticut,,2021-02-25,627101
Connecticut,,2021-02-26,650134
Connecticut,,2021-02-27,671322
Connecticut,,2021-02-28,690663
Connecticut,,2021-03-01,712375
Connecticut,,2021-03-02,719571
Connecticut,,2021-03-03,736848
Connecticut,,2021-03-04,759702
Connecticut,,2021-03-05,790039
Connecticut,,2021-03-06,822106
Connecticut,,2021-03-07,856048
Connecticut,,2021-03-08,883688
Connecticut,,2021-03-09,897576
Connecticut,,2021-03-10,920595
Connecticut,,2021-03-11,948575
Connecticut,,2021-03-12,984384
Connecticut,,2021-03-13,933227
Connecticut,,2021-03-14,933367
Connecticut,,2021-03-15,952509
Connecticut,,2021-03-16,964706
Connecticut,,2021-03-17,977155
Connecticut,,2021-03-18,993878
Connecticut,,2021-03-19,1014611
Connecticut,,2021-03-20,1034439
Connecticut,,2021-03-21,1057505
Connecticut,,2021-03-22,1079370
Connecticut,,2021-03-23,1093483
Connecticut,,2021-03-24,1108552
Connecticut,,2021-03-25,1131532
Connecticut,,2021-03-26,1155239
Connecticut,,2021-03-27,1178160
Connecticut,,2021-03-28,1202316
Connecticut,,2021-03-29,1225480
Connecticut,,2021-03-30,1244384
Connecticut,,2021-03-31,1262503
Connecticut,,2021-04-01,1284258
Connecticut,,2021-04-02,1307704
Connecticut,,2021-04-03,1338982
Connecticut,,2021-04-04,1365965
Delaware,,2021-01-12,15911
Delaware,,2021-01-13,16647
Delaware,,2021-01-14,25649
Delaware,,2021-01-15,25649
Delaware,,2021-01-19,35679
Delaware,,2021-01-20,38610
Delaware,,2021-01-21,41900
Delaware,,2021-01-22,45292
Delaware,,2021-01-23,49442
Delaware,,2021-01-24,52586
Delaware,,2021-01-25,55131
Delaware,,2021-01-26,56646
Delaware,,2021-01-27,64952
Delaware,,2021-01-28,68959
Delaware,,2021-01-29,72684
Delaware,,2021-01-30,76980
Delaware,,2021-01-31,82970
Delaware,,2021-02-01,84482
Delaware,,2021-02-02,85143
Delaware,,2021-02-03,88325
Delaware,,2021-02-04,89727
Delaware,,2021-02-05,92265
Delaware,,2021-02-06,94962
Delaware,,2021-02-07,98450
Delaware,,2021-02-08,100736
Delaware,,2021-02-09,101383
Delaware,,2021-02-10,103319
Delaware,,2021-02-11,105760
Delaware,,2021-02-12,108096
Delaware,,2021-02-13,111918
Delaware,,2021-02-14,114564
Delaware,,2021-02-16,117600
Delaware,,2021-02-17,118666
Delaware,,2021-02-18,121487
Delaware,,2021-02-19,130818
Delaware,,2021-02-20,133187
Delaware,,2021-02-21,133251
Delaware,,2021-02-22,132160
Delaware,,2021-02-23,132655
Delaware,,2021-02-24,133489
Delaware,,2021-02-25,135362
Delaware,,2021-02-26,138321
Delaware,,2021-02-27,141310
Delaware,,2021-02-28,144139
Delaware,,2021-03-01,145722
Delaware,,2021-03-02,145892
Delaware,,2021-03-03,149940
Delaware,,2021-03-04,154498
Delaware,,2021-03-05,158871
Delaware,,2021-03-06,163954
Delaware,,2021-03-07,169956
Delaware,,2021-03-08,172568
Delaware,,2021-03-09,174037
Delaware,,2021-03-10,174501
Delaware,,2021-03-11,184777
Delaware,,2021-03-12,190252
Delaware,,2021-03-13,196931
Delaware,,2021-03-14,197168
Delaware,,2021-03-15,208306
Delaware,,2021-03-16,211783
Delaware,,2021-03-17,218487
Delaware,,2021-03-18,225478
Delaware,,2021-03-19,231420
Delaware,,2021-03-20,238813
Delaware,,2021-03-21,246522
Delaware,,2021-03-22,251478
Delaware,,2021-03-23,252231
Delaware,,2021-03-24,258688
Delaware,,2021-03-25,265056
Delaware,,2021-03-26,272395
Delaware,,2021-03-27,278731
Delaware,,2021-03-28,285100
Delaware,,2021-03-29,290527
Delaware,,2021-03-30,295396
Delaware,,2021-03-31,302043
Delaware,,2021-04-01,309700
Delaware,,2021-04-02,318248
Delaware,,2021-04-03,326506
Delaware,,2021-04-04,332492
Dept of Defense,,2021-01-12,131056
Dept of Defense,,2021-01-13,131610
Dept of Defense,,2021-01-14,159851
Dept of Defense,,2021-01-15,179004
Dept of Defense,,2021-01-19,227934
Dept of Defense,,2021-01-20,229553
Dept of Defense,,2021-01-21,243577
Dept of Defense,,2021-01-22,258285
Dept of Defense,,2021-01-23,274128
Dept of Defense,,2021-01-24,296176
Dept of Defense,,2021-01-25,304294
Dept of Defense,,2021-01-26,304294
Dept of Defense,,2021-01-27,318701
Dept of Defense,,2021-01-28,335627
Dept of Defense,,2021-01-29,353482
Dept of Defense,,2021-01-30,381304
Dept of Defense,,2021-01-31,404643
Dept of Defense,,2021-02-01,407915
Dept of Defense,,2021-02-02,412800
Dept of Defense,,2021-02-03,424284
Dept of Defense,,2021-02-04,436270
Dept of Defense,,2021-02-05,452438
Dept of Defense,,2021-02-06,468020
Dept of Defense,,2021-02-07,486222
Dept of Defense,,2021-02-08,495849
Dept of Defense,,2021-02-09,498855
Dept of Defense,,2021-02-10,511923
Dept of Defense,,2021-02-11,525007
